0.0150296,0.3,0.255,0.045,0,-0.298003
0.0466064,0.630444,0.535877,0.0945665,0,-4.76804
0.0484374,0.649405,0.551994,0.0974107,0,-9.23808
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0466064,0.630444,0.535877,0.0945665,0,-4.76804
0.0484374,0.649405,0.551994,0.0974107,0,-9.23808
0.0485423,0.65049,0.552917,0.0975735,0,-13.7081
0.0485483,0.650552,0.552969,0.0975828,0,-18.1781
0.0485486,0.650556,0.552972,0.0975834,0,-22.6482
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0466064,0.630444,0.535877,0.0945665,0,-4.76804
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0466064,0.630444,0.535877,0.0945665,0,-4.76804
0.0484374,0.649405,0.551994,0.0974107,0,-9.23808
0.0485423,0.65049,0.552917,0.0975735,0,-13.7081
0.0485483,0.650552,0.552969,0.0975828,0,-18.1781
0.0485486,0.650556,0.552972,0.0975834,0,-22.6482
0.0485486,0.650556,0.552973,0.0975834,0,-27.1182
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0340031,0.48486,0.412131,0.0727291,0,-1.19201
0.0448075,0.58905,0.500693,0.0883576,0,-2.08602
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0340031,0.48486,0.412131,0.0727291,0,-1.19201
0.0448075,0.58905,0.500693,0.0883576,0,-2.08602
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0340031,0.48486,0.412131,0.0727291,0,-1.19201
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0340031,0.48486,0.412131,0.0727291,0,-1.19201
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0340031,0.48486,0.412131,0.0727291,0,-1.19201
0.0448075,0.58905,0.500693,0.0883576,0,-2.08602
0.050936,0.647804,0.550634,0.0971706,0,-2.98003
0.0544044,0.680946,0.578804,0.102142,0,-3.87403
0.0563649,0.699644,0.594697,0.104947,0,-4.76804
0.0574722,0.710194,0.603665,0.106529,0,-5.66205
0.0580974,0.716147,0.608725,0.107422,0,-6.55606
0.0584503,0.719506,0.61158,0.107926,0,-7.45007
0.0586495,0.721401,0.613191,0.10821,0,-8.34407
0.0587619,0.722471,0.6141,0.108371,0,-9.23808
0.0588253,0.723075,0.614613,0.108461,0,-10.1321
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0340031,0.48486,0.412131,0.0727291,0,-1.19201
0.0448075,0.58905,0.500693,0.0883576,0,-2.08602
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0340031,0.48486,0.412131,0.0727291,0,-1.19201
0.0448075,0.58905,0.500693,0.0883576,0,-2.08602
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0340031,0.48486,0.412131,0.0727291,0,-1.19201
0.0448075,0.58905,0.500693,0.0883576,0,-2.08602
0.050936,0.647804,0.550634,0.0971706,0,-2.98003
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0340031,0.48486,0.412131,0.0727291,0,-1.19201
0.0448075,0.58905,0.500693,0.0883576,0,-2.08602
0.050936,0.647804,0.550634,0.0971706,0,-2.98003
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0253999,0.704408,0.598747,0.105661,0,-1.19201
0.0374269,1.36166,1.15741,0.204248,0,-2.08602
0.0435554,0.595246,0.505959,0.0892869,0,-2.98003
0.0470238,0.628556,0.534273,0.0942834,0,-3.87403
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0150296,0.3,0.255,0.045,0,-0.298003
0,-nan(ind),0,0,-nan(ind),0
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0340031,0.48486,0.412131,0.0727291,0,-1.19201
0.0448075,0.58905,0.500693,0.0883576,0,-2.08602
0.050936,0.647804,0.550634,0.0971706,0,-2.98003
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0340031,0.48486,0.412131,0.0727291,0,-1.19201
0.0448075,0.58905,0.500693,0.0883576,0,-2.08602
0.050936,0.647804,0.550634,0.0971706,0,-2.98003
0.0544044,0.680946,0.578804,0.102142,0,-3.87403
0.0563649,0.699644,0.594697,0.104947,0,-4.76804
0.0150296,0.3,0.255,0.045,0,-0.298003
0.0150296,0.3,0.255,0.045,0,-0.298003
